word	label	negative	neutral	positive
waterfalls	neutral	0.351	0.619	0.031
leveling	neutral	0.162	0.682	0.156
overhere	neutral	0.183	0.684	0.133
bacon	neutral	0.089	0.846	0.065
saviour	positive	0.128	0.303	0.569
anywhoo	positive	0.053	0.159	0.788
scramble	neutral	0.305	0.617	0.078
back-	neutral	0.329	0.34	0.33
otown	neutral	0.358	0.412	0.23
backk	neutral	0.3	0.523	0.177
badge	neutral	0.062	0.83	0.108
kh�	neutral	0.078	0.921	0.001
'12,000'	neutral	0.073	0.665	0.262
@alexanderrybak	positive	0.044	0.475	0.481
@madeofhoney1	neutral	0.196	0.554	0.25
#wordcamp	positive	0.067	0.27	0.663
baddd	negative	0.527	0.256	0.217
@c00l_beans	negative	0.683	0.06	0.256
@michael_cera	positive	0.072	0.199	0.73
auto-follow	neutral	0.156	0.615	0.229
leah	neutral	0.056	0.71	0.234
lean	neutral	0.1	0.82	0.08
lear	neutral	0.053	0.582	0.365
sesame	neutral	0.061	0.728	0.211
@bethfishreads	positive	0.138	0.232	0.63
wildwindart	positive	0.08	0.019	0.901
leed	positive	0.212	0.376	0.412
leek	neutral	0.061	0.866	0.074
@luvyaa	positive	0.011	0.375	0.614
lego	neutral	0.118	0.648	0.234
gabriel	neutral	0.179	0.642	0.179
leia	positive	0.159	0.391	0.45
tooken	neutral	0.257	0.603	0.14
leno	neutral	0.126	0.799	0.075
disco	neutral	0.405	0.521	0.073
discs	neutral	0.395	0.471	0.134
lent	negative	0.44	0.417	0.143
lena	neutral	0.108	0.729	0.164
couscous	neutral	0.035	0.759	0.206
leon	positive	0.202	0.218	0.58
@chevale	neutral	0.333	0.442	0.225
leto	positive	0.172	0.333	0.495
arrows	neutral	0.125	0.854	0.021
lets	positive	0.135	0.31	0.555
employee	neutral	0.386	0.476	0.139
employed	negative	0.614	0.05	0.336
lest	neutral	0.137	0.698	0.165
coincidence	neutral	0.425	0.488	0.086
levi	neutral	0.064	0.789	0.147
@chelseasms	negative	0.412	0.352	0.236
celts	negative	0.513	0.157	0.33
leuk	neutral	0.089	0.623	0.289
lexi	neutral	0.104	0.761	0.135
@coollike	positive	0.195	0.214	0.591
@cathybrowne	positive	0.033	0.231	0.736
disse	neutral	0.045	0.643	0.312
@hookedonwinter	positive	0.189	0.221	0.59
boondocks	negative	0.487	0.461	0.052
bagel	neutral	0.091	0.847	0.062
clarified	neutral	0.413	0.463	0.124
promotions	neutral	0.032	0.508	0.46
bagal	neutral	0.386	0.52	0.095
disks	neutral	0.108	0.823	0.068
bagay	neutral	0.048	0.622	0.33
@miss_jennyy	neutral	0.102	0.61	0.288
@rtd13	positive	0.005	0.202	0.794
@shizumataka	negative	0.641	0.249	0.11
'ellen\'s'	neutral	0.317	0.548	0.135
@iluvnkotb	negative	0.511	0.256	0.233
tweeple	positive	0.026	0.246	0.728
snakebites	neutral	0.425	0.514	0.061
gahhhhh	negative	0.906	0.014	0.08
<----	positive	0.325	0.152	0.523
@reagangomez	positive	0.137	0.405	0.459
recieved	neutral	0.168	0.524	0.308
@jo_jo_ba	neutral	0.093	0.531	0.376
invest	neutral	0.033	0.798	0.169
@ssjumi	neutral	0.237	0.439	0.324
foward	neutral	0.018	0.549	0.433
cello	neutral	0.025	0.786	0.188
cells	negative	0.552	0.379	0.069
celly	neutral	0.435	0.482	0.083
@philipbloom	neutral	0.068	0.687	0.245
tehran	negative	0.861	0.06	0.079
eyeing	neutral	0.316	0.346	0.339
@pinkangel_0704	positive	0.3	0.263	0.437
lgbt	neutral	0.065	0.574	0.361
celia	neutral	0.236	0.4	0.364
'li\'l'	neutral	0.234	0.484	0.283
breakfast/lunch	positive	0.044	0.443	0.513
celeb	neutral	0.155	0.463	0.382
minging	negative	0.931	0.024	0.045
@mokargas	positive	0.154	0.145	0.701
morrisons	neutral	0.016	0.788	0.196
@loreliebrown	positive	0.273	0.133	0.594
holders	neutral	0.045	0.752	0.203
@blakeve	neutral	0.021	0.666	0.312
nh�	neutral	0.23	0.77	0
butties	neutral	0.177	0.773	0.05
@mitchelmusso	positive	0.043	0.338	0.619
fatherhood	neutral	0.225	0.497	0.278
snoozed	negative	0.507	0.427	0.066
otter	neutral	0.116	0.705	0.179
@celiaistall	neutral	0.215	0.495	0.29
dishes	neutral	0.059	0.819	0.122
chorizo	neutral	0.034	0.8	0.166
@darkpiano	positive	0.009	0.198	0.793
livestrong	positive	0.009	0.342	0.649
frapp	neutral	0.042	0.792	0.165
wensday	neutral	0.306	0.652	0.042
officaly	neutral	0.203	0.705	0.092
isabella	neutral	0.037	0.735	0.228
frans	neutral	0.032	0.81	0.158
isabelle	neutral	0.208	0.467	0.325
extinction	positive	0.342	0.147	0.511
madonna	neutral	0.291	0.398	0.311
bahah	neutral	0.063	0.574	0.363
franz	neutral	0.087	0.789	0.124
maestro	positive	0.095	0.245	0.66
frame	neutral	0.088	0.783	0.129
@fartingpen	positive	0.123	0.292	0.585
highlighting	neutral	0.009	0.622	0.37
roseville	neutral	0.024	0.85	0.125
fraid	neutral	0.244	0.379	0.376
bagus	neutral	0.009	0.746	0.246
drinker	neutral	0.178	0.601	0.221
revolving	neutral	0.031	0.863	0.106
eyelid	neutral	0.438	0.55	0.012
proverbs	positive	0.095	0.056	0.849
@crowdspring	positive	0.007	0.243	0.75
drinkin	neutral	0.346	0.476	0.178
bourbon	neutral	0.206	0.515	0.279
frack	negative	0.701	0.252	0.048
@medic_ray	positive	0.014	0.122	0.864
#whatsmysection	negative	0.63	0.16	0.21
youuuuuuu	positive	0.084	0.223	0.693
liat	neutral	0.033	0.848	0.12
@darker_artic	positive	0.295	0.092	0.613
offline	neutral	0.355	0.522	0.122
lian	negative	0.489	0.307	0.204
liao	neutral	0.098	0.805	0.097
@lefreak78	neutral	0.242	0.513	0.246
liam	neutral	0.242	0.527	0.231
cents	neutral	0.065	0.837	0.097
lice	positive	0.356	0.04	0.604
libs	negative	0.432	0.415	0.153
liek	neutral	0.411	0.47	0.119
lidl	neutral	0.007	0.906	0.087
lido	neutral	0.075	0.859	0.066
lids	neutral	0.238	0.698	0.064
@hapson	negative	0.407	0.218	0.375
bahhh	negative	0.749	0.191	0.059
@x_twilight_o	negative	0.506	0.319	0.174
lili	neutral	0.013	0.679	0.308
lill	positive	0.183	0.381	0.437
bahay	neutral	0.09	0.727	0.183
bachlorette	neutral	0.029	0.531	0.44
proposed	neutral	0.226	0.52	0.253
lina	neutral	0.086	0.573	0.341
ling	neutral	0.056	0.645	0.299
ohmigosh	positive	0.331	0.206	0.464
lima	neutral	0.017	0.702	0.281
lime	neutral	0.033	0.779	0.188
limo	neutral	0.053	0.89	0.057
lilo	negative	0.588	0.188	0.224
frase	neutral	0.009	0.63	0.36
@mayareguru	positive	0.105	0.13	0.765
bakes	negative	0.701	0.218	0.081
baker	neutral	0.106	0.806	0.088
baked	neutral	0.102	0.675	0.222
linz	negative	0.565	0.271	0.164
squidoo	neutral	0.087	0.585	0.328
lips	neutral	0.207	0.735	0.058
saddens	negative	0.82	0.042	0.138
@lakersnation	positive	0.15	0.227	0.623
lite	neutral	0.173	0.692	0.134
babydoll	positive	0.408	0.149	0.443
bakal	neutral	0.011	0.851	0.137
@sizemore	positive	0.035	0.248	0.717
lisa	neutral	0.022	0.636	0.343
@wakachamo	negative	0.717	0.136	0.147
@queen_of_tarts	negative	0.654	0.2	0.146
liva	positive	0.015	0.015	0.97
playdate	neutral	0.117	0.7	0.183
@ddaly9	neutral	0.237	0.657	0.106
tooooo	negative	0.427	0.211	0.362
recharge	neutral	0.227	0.566	0.208
liza	neutral	0.022	0.88	0.099
@winsorandnewt	positive	0.023	0.351	0.626
@so_zwitschert	negative	0.467	0.361	0.172
@ellerysweet	positive	0.292	0.186	0.522
gorgous	positive	0.174	0.04	0.786
re-design	neutral	0.021	0.667	0.312
firefighters	neutral	0.398	0.507	0.096
huzzah	positive	0.05	0.227	0.723
saddest	negative	0.56	0.12	0.319
buttons	neutral	0.17	0.794	0.036
@kira91	neutral	0.226	0.433	0.341
lawrence	negative	0.466	0.463	0.07
@iusher	neutral	0.035	0.516	0.449
frees	negative	0.624	0.21	0.166
tweetie	neutral	0.311	0.364	0.325
tweetin	negative	0.745	0.116	0.139
freee	positive	0.261	0.231	0.509
freds	neutral	0.04	0.653	0.307
freak	negative	0.603	0.338	0.059
transitions	positive	0.045	0.476	0.479
companions	neutral	0.01	0.553	0.438
bakit	neutral	0.323	0.592	0.085
'(\",)'	positive	0.065	0.073	0.862
tweeted	negative	0.481	0.329	0.19
tweeter	positive	0.252	0.207	0.541
videoo	neutral	0.097	0.501	0.402
videos	neutral	0.157	0.488	0.355
gatwick	neutral	0.339	0.576	0.085
'edward\'s'	neutral	0.171	0.616	0.213
@melissapwns	neutral	0.259	0.551	0.189
@mayakibble1	positive	0.08	0.324	0.595
cepet	neutral	0.012	0.622	0.366
divas	positive	0.146	0.338	0.516
@skinnylatte	positive	0.016	0.308	0.676
roasts	negative	0.629	0.159	0.212
dives	negative	0.48	0.091	0.43
@robinantinpcd	neutral	0.111	0.515	0.375
importing	neutral	0.097	0.888	0.015
@misterwallace	positive	0.016	0.416	0.567
hahahahahahahaha	positive	0.424	0.064	0.512
n-am	negative	0.534	0.397	0.069
@thedailydish	neutral	0.236	0.617	0.146
tweetup	neutral	0.03	0.673	0.297
@dfizzy	positive	0.183	0.207	0.61
natter	neutral	0.024	0.685	0.292
haaaaaa	positive	0.07	0.292	0.637
qu�	neutral	0.118	0.877	0.005
bodyguards	negative	0.671	0.038	0.292
@foiledcupcakes	positive	0.013	0.404	0.583
@mariakitano	positive	0.004	0.277	0.718
declaring	positive	0.319	0.328	0.353
debian	neutral	0.08	0.684	0.236
@thisiscaliluv	positive	0.09	0.438	0.472
makings	neutral	0.004	0.526	0.469
permissions	neutral	0.126	0.756	0.119
saddddd	negative	0.759	0.127	0.114
@brianneudorff	positive	0.05	0.106	0.844
errands	neutral	0.044	0.789	0.168
@singlesyllable	neutral	0.073	0.552	0.374
@zacseif	positive	0.114	0.195	0.691
@cloverdash	negative	0.683	0.164	0.153
@loweryc	positive	0.157	0.38	0.463
@misstori	positive	0.141	0.293	0.566
cypress	neutral	0.055	0.896	0.049
krystal	neutral	0.197	0.669	0.134
butthole	negative	0.495	0.408	0.098
@khali_blache	positive	0.296	0.12	0.583
@deepxp	positive	0.063	0.052	0.885
@moonshayde	negative	0.549	0.412	0.039
bambi	negative	0.741	0.121	0.138
@fuzzy2230	positive	0.34	0.263	0.398
curiousity	negative	0.597	0.117	0.286
cesar	neutral	0.042	0.695	0.263
turkeys	negative	0.772	0.216	0.013
morrissey	positive	0.121	0.344	0.536
@gadbaby	neutral	0.226	0.495	0.279
hamish	neutral	0.04	0.84	0.12
#rove	positive	0.086	0.267	0.647
@kerryinholland	positive	0.17	0.137	0.694
arrrgh	negative	0.825	0.152	0.022
@zebedeejane	neutral	0.127	0.558	0.315
n00b	negative	0.823	0.168	0.009
autographed	neutral	0.126	0.444	0.43
llol	negative	0.45	0.158	0.391
@wizbiff	positive	0.147	0.232	0.62
suppossed	positive	0.281	0.257	0.463
dixon	neutral	0.041	0.834	0.125
@axelsrose	negative	0.773	0.11	0.117
freya	neutral	0.164	0.688	0.148
@remirockit	positive	0.231	0.222	0.547
n.y.	neutral	0.004	0.661	0.335
4-day	positive	0.039	0.094	0.867
e-card	positive	0.018	0.445	0.537
balik	neutral	0.042	0.806	0.153
wathcing	negative	0.457	0.396	0.146
freud	neutral	0.335	0.42	0.245
bales	neutral	0.064	0.842	0.093
lma0	positive	0.235	0.232	0.534
twitterhood	positive	0.026	0.329	0.645
roulette	negative	0.545	0.414	0.041
grandmas	negative	0.475	0.399	0.126
frens	neutral	0.26	0.376	0.364
frend	positive	0.367	0.086	0.547
dixie	neutral	0.134	0.685	0.181
frenz	negative	0.386	0.381	0.233
lmbo	positive	0.126	0.284	0.59
@juliaroy	positive	0.176	0.145	0.679
baltimore	neutral	0.313	0.46	0.227
brazillian	neutral	0.066	0.662	0.271
tagalog	neutral	0.028	0.722	0.25
$2.99	positive	0.173	0.375	0.452
@3fingaz	neutral	0.308	0.464	0.228
assesment	neutral	0.009	0.845	0.145
christianity	neutral	0.237	0.468	0.294
youself	positive	0.162	0.37	0.467
@suziperry	positive	0.021	0.415	0.564
skiing	neutral	0.288	0.498	0.214
hampden	neutral	0.033	0.876	0.091
@fergusthedog	positive	0.057	0.118	0.826
grandmom	neutral	0.349	0.415	0.236
@sandihockeymom	positive	0.082	0.124	0.794
balls	neutral	0.392	0.575	0.032
ballz	negative	0.711	0.222	0.067
@marnieb	positive	0.013	0.291	0.696
'kelsey\'s'	positive	0.379	0.207	0.414
th�	neutral	0.116	0.882	0.002
@selannegirl	positive	0.086	0.436	0.478
$2000	positive	0.112	0.279	0.609
mckenzie	neutral	0.411	0.526	0.063
tr�	neutral	0.306	0.681	0.013
@google	neutral	0.255	0.512	0.233
grandpas	neutral	0.343	0.507	0.15
@i_support_demil	neutral	0.341	0.412	0.248
fring	neutral	0.31	0.423	0.267
'tiffany\'s'	neutral	0.085	0.53	0.384
jasmine	neutral	0.043	0.687	0.27
celcius	neutral	0.052	0.821	0.127
fries	neutral	0.077	0.826	0.097
@herbadmother	negative	0.76	0.085	0.156
yuuuup	positive	0.251	0.355	0.394
frick	negative	0.596	0.376	0.028
@jaguarjulie	positive	0.028	0.202	0.77
@jdee313	positive	0.198	0.095	0.707
grrrrrrrrrr	negative	0.874	0.097	0.029
entertainer	neutral	0.207	0.741	0.052
banks	neutral	0.241	0.639	0.12
@kirkfranklin	positive	0.07	0.263	0.667
motivator	neutral	0.028	0.537	0.434
penguin	neutral	0.148	0.622	0.23
banff	neutral	0.151	0.796	0.053
@nikipaniki	positive	0.028	0.19	0.782
bangs	neutral	0.101	0.856	0.043
up�	neutral	0.006	0.96	0.033
upcoming	neutral	0.066	0.524	0.41
tantrums	negative	0.747	0.106	0.147
loca	neutral	0.238	0.68	0.082
pleaase	positive	0.104	0.425	0.471
loco	neutral	0.425	0.505	0.07
@xivyy	neutral	0.254	0.408	0.338
bands	neutral	0.088	0.689	0.223
postcards	neutral	0.015	0.676	0.308
shitttt	negative	0.788	0.092	0.119
banda	neutral	0.018	0.793	0.189
#iphone	neutral	0.34	0.347	0.313
motivates	positive	0.172	0.041	0.786
logo	neutral	0.023	0.722	0.255
logs	negative	0.599	0.338	0.063
w/friends	neutral	0.171	0.687	0.142
@lovebscott	positive	0.07	0.384	0.546
lois	neutral	0.079	0.726	0.195
questioned	negative	0.823	0.143	0.034
lola	neutral	0.061	0.696	0.243
loki	neutral	0.303	0.411	0.286
lol@	negative	0.697	0.233	0.07
lol-	neutral	0.305	0.348	0.347
lomo	neutral	0.037	0.719	0.244
lolz	negative	0.366	0.362	0.272
loll	neutral	0.312	0.464	0.224
lolo	neutral	0.052	0.753	0.196
lols	neutral	0.376	0.377	0.247
perezhilton	positive	0.349	0.212	0.438
lolx	neutral	0.166	0.786	0.048
lool	positive	0.225	0.386	0.389
loos	neutral	0.179	0.606	0.215
tudors	neutral	0.145	0.768	0.087
lonq	neutral	0.456	0.457	0.087
lord	positive	0.067	0.061	0.872
lori	neutral	0.019	0.536	0.445
@midgetmum	neutral	0.042	0.573	0.386
@tinchystryder	positive	0.042	0.359	0.599
shitter	neutral	0.136	0.774	0.09
'finland\'s'	neutral	0.367	0.578	0.055
@boringboo	neutral	0.077	0.587	0.336
lova	positive	0.243	0.373	0.384
loud	negative	0.536	0.237	0.228
lott	neutral	0.164	0.749	0.087
lotr	neutral	0.127	0.721	0.152
lotz	neutral	0.39	0.498	0.112
baguio	neutral	0.02	0.658	0.323
lowe	neutral	0.183	0.765	0.052
#chesterday	neutral	0.293	0.444	0.263
lows	neutral	0.153	0.672	0.175
@jakeashley	positive	0.079	0.352	0.57
aghhhh	negative	0.876	0.033	0.091
representing	positive	0.043	0.376	0.582
@yuvipanda	positive	0.247	0.323	0.43
traditions	neutral	0.118	0.794	0.088
destroytwitter	neutral	0.304	0.46	0.236
@justinmj	positive	0.039	0.209	0.752
frakin	negative	0.854	0.082	0.064
@depping	negative	0.387	0.351	0.262
trueblood	neutral	0.372	0.423	0.205
disorders	negative	0.746	0.065	0.189
'm&g\'s'	positive	0.034	0.393	0.574
vodka	neutral	0.208	0.618	0.175
peppers	neutral	0.034	0.906	0.06
giselle	neutral	0.006	0.666	0.327
zachary	neutral	0.071	0.612	0.317
((((	negative	0.715	0.166	0.119
barca	positive	0.351	0.211	0.439
espero	neutral	0.118	0.659	0.224
espesh	negative	0.677	0.251	0.072
@omg_pichu	negative	0.623	0.234	0.143
microsoft	neutral	0.29	0.574	0.136
hilton	neutral	0.161	0.603	0.236
@chasingangel82	negative	0.872	0.075	0.052
and/or	positive	0.26	0.356	0.384
african	neutral	0.068	0.728	0.204
rosalie	neutral	0.047	0.651	0.302
@dazzlespr	negative	0.465	0.21	0.324
@ashleyluvsjbvfc	neutral	0.126	0.644	0.23
@mint910	positive	0.083	0.289	0.627
nightttt	neutral	0.225	0.412	0.363
@allycupcake	neutral	0.364	0.506	0.13
@paigetjohnson	neutral	0.067	0.567	0.367
frizz	neutral	0.115	0.82	0.066
vocab	positive	0.043	0.375	0.582
hhhmmm	negative	0.531	0.32	0.15
@myrtlebeachblog	negative	0.395	0.237	0.367
hilson	neutral	0.113	0.727	0.16
@nana_mex	neutral	0.05	0.618	0.333
fritz	neutral	0.324	0.659	0.017
frist	positive	0.007	0.439	0.554
@imajicart	positive	0.151	0.412	0.437
hangin	neutral	0.373	0.522	0.105
@mynameisissa	neutral	0.398	0.405	0.197
@kailaengland	positive	0.209	0.172	0.62
ender	neutral	0.12	0.721	0.16
tonnes	neutral	0.149	0.618	0.233
@roxxinikki	positive	0.034	0.234	0.732
kickboxing	neutral	0.054	0.806	0.14
hanged	negative	0.706	0.198	0.096
hanger	neutral	0.234	0.742	0.024
530am	neutral	0.087	0.65	0.262
basta	positive	0.051	0.36	0.589
@jbarsodmg	neutral	0.191	0.488	0.321
@thisgoeshere	positive	0.166	0.184	0.65
pulang	neutral	0.053	0.746	0.201
@mp3mad	positive	0.102	0.368	0.531
@mahafreed	positive	0.072	0.211	0.717
@twcweekends	neutral	0.19	0.525	0.284
basil	neutral	0.024	0.876	0.1
basij	negative	0.9	0.061	0.039
luther	positive	0.217	0.375	0.408
bates	neutral	0.033	0.901	0.066
@smudge372	positive	0.255	0.206	0.539
coaching	neutral	0.033	0.624	0.343
baths	neutral	0.197	0.485	0.319
@blondebydesign	positive	0.009	0.333	0.658
batam	neutral	0.021	0.755	0.224
@julesyog	neutral	0.198	0.467	0.335
'hand\'s'	positive	0.123	0.343	0.535
laterzzz	neutral	0.233	0.483	0.284
acutally	positive	0.14	0.403	0.458
caching	positive	0.024	0.381	0.595
lsat	neutral	0.109	0.499	0.392
@decryption	positive	0.183	0.2	0.617
vickie	neutral	0.006	0.684	0.31
barry	neutral	0.033	0.694	0.273
beaumont	neutral	0.072	0.874	0.054
celebrity	neutral	0.358	0.466	0.176
@gloriabell	positive	0.04	0.193	0.767
@iiacovou	neutral	0.099	0.49	0.411
grandson	positive	0.122	0.418	0.46
deccan	negative	0.696	0.034	0.27
macdonald	neutral	0.121	0.754	0.125
quakes	negative	0.67	0.144	0.186
barks	negative	0.636	0.234	0.13
@pcornqueen	positive	0.004	0.355	0.641
@denyalle	neutral	0.448	0.488	0.064
noodles	neutral	0.104	0.765	0.131
joplin	neutral	0.316	0.661	0.023
based	neutral	0.054	0.805	0.142
biffle	neutral	0.129	0.731	0.14
@aliyoopah	positive	0.039	0.246	0.715
slooooow	negative	0.761	0.044	0.195
bases	neutral	0.079	0.624	0.297
@chantellmarie	negative	0.47	0.265	0.265
summertime	neutral	0.104	0.718	0.178
conditioner	neutral	0.321	0.598	0.081
@mentormadness	positive	0.044	0.158	0.798
lizards	negative	0.782	0.2	0.018
allllllllll	neutral	0.344	0.395	0.261
macbookpro	neutral	0.089	0.847	0.064
aarons	neutral	0.274	0.641	0.086
@primehex	neutral	0.39	0.411	0.198
probation	neutral	0.355	0.581	0.063
x17live	neutral	0.068	0.626	0.306
@elsiecake	positive	0.181	0.407	0.412
otherside	neutral	0.114	0.767	0.119
frogs	negative	0.743	0.173	0.084
@elaine_w_84	positive	0.034	0.077	0.889
recuperating	negative	0.649	0.256	0.094
healthcare	neutral	0.363	0.434	0.203
ahahahahaha	positive	0.127	0.269	0.604
pregnant	negative	0.829	0.069	0.102
beaching	neutral	0.278	0.427	0.294
@sally_e	neutral	0.017	0.547	0.437
handed	neutral	0.248	0.681	0.071
froyo	neutral	0.171	0.585	0.244
@musiclover_15	positive	0.194	0.24	0.566
tonsil	negative	0.593	0.388	0.019
@maxchangmin	positive	0.009	0.332	0.659
frost	neutral	0.285	0.606	0.109
@mtstanford	neutral	0.093	0.572	0.335
luau	neutral	0.062	0.517	0.421
frosh	neutral	0.402	0.504	0.093
lucy	neutral	0.074	0.707	0.219
luca	neutral	0.12	0.849	0.03
luce	neutral	0.189	0.684	0.127
froot	neutral	0.245	0.477	0.277
luch	neutral	0.091	0.532	0.377
@neilhimself	positive	0.048	0.219	0.733
mashups	neutral	0.044	0.791	0.165
lube	neutral	0.218	0.757	0.024
fromm	neutral	0.312	0.583	0.105
kazakhstan	negative	0.388	0.259	0.353
luda	negative	0.463	0.169	0.368
forsure	positive	0.084	0.378	0.538
luff	positive	0.108	0.153	0.739
luis	positive	0.278	0.245	0.477
webchat	neutral	0.009	0.646	0.345
luks	neutral	0.199	0.697	0.104
luke	neutral	0.094	0.634	0.272
luna	neutral	0.159	0.664	0.177
@weedoutofthepot	negative	0.446	0.267	0.287
lulu	neutral	0.073	0.474	0.453
frnds	negative	0.522	0.31	0.168
lulz	neutral	0.331	0.611	0.058
lupa	neutral	0.012	0.809	0.179
lupe	neutral	0.055	0.629	0.316
beachhhh	neutral	0.196	0.585	0.219
hallway	neutral	0.155	0.798	0.047
lung	negative	0.595	0.356	0.049
fashionista	neutral	0.457	0.504	0.039
@britttnicole	positive	0.212	0.389	0.399
lush	positive	0.057	0.25	0.693
belongs	neutral	0.189	0.6	0.21
graffiti	neutral	0.102	0.73	0.169
luvd	positive	0.245	0.154	0.601
petsmart	neutral	0.026	0.887	0.087
compositions	positive	0.006	0.471	0.523
lutz	neutral	0.374	0.601	0.025
luxe	neutral	0.058	0.694	0.248
beatiful	positive	0.073	0.111	0.816
@londicreations	positive	0.049	0.217	0.734
awwwwwwwwwwww	positive	0.024	0.305	0.671
@kyelani	positive	0.047	0.312	0.641
luvs	positive	0.371	0.049	0.58
luvv	positive	0.048	0.266	0.686
luvz	positive	0.105	0.288	0.607
@natalieox	neutral	0.139	0.662	0.199
bauer	neutral	0.226	0.641	0.133
travelled	positive	0.083	0.457	0.459
kissing	negative	0.647	0.246	0.107
scurred	negative	0.837	0.04	0.122
@prediketflowz	neutral	0.167	0.618	0.216
schofield	neutral	0.147	0.65	0.202
@itstyrab	negative	0.511	0.403	0.087
@dubber	positive	0.042	0.308	0.649
sudafed	negative	0.83	0.137	0.033
bearable	positive	0.348	0.051	0.601
ralphs	neutral	0.071	0.766	0.163
stirring	positive	0.112	0.402	0.485
omelettes	neutral	0.007	0.791	0.202
'm&m\'s'	neutral	0.184	0.662	0.154
lvoe	positive	0.394	0.153	0.452
!!!!!!!!!!!!!!!!!!!!!!!!!!	negative	0.429	0.296	0.275
@justingimelstob	positive	0.336	0.203	0.462
lvtt	neutral	0.237	0.396	0.367
smacked	negative	0.509	0.472	0.019
http://www.apple.com/sg/iphone/softwareupdate/	negative	0.46	0.112	0.428
@jaaycooxo	neutral	0.123	0.439	0.438
@sarahprout	positive	0.065	0.25	0.685
@callme_goddess	negative	0.52	0.355	0.126
@singswell	positive	0.165	0.381	0.454
@nocturnalie	positive	0.084	0.4	0.515
galleria	neutral	0.093	0.85	0.057
th�ch	neutral	0.058	0.941	0.002
voila	neutral	0.176	0.708	0.116
@nicholasbraun	positive	0.083	0.38	0.536
alexandra	neutral	0.023	0.654	0.323
@mcflymusic	positive	0.146	0.261	0.593
bollywood	positive	0.021	0.349	0.63
served	negative	0.435	0.31	0.255
server	neutral	0.26	0.662	0.078
serves	positive	0.226	0.272	0.502
squirts	negative	0.599	0.373	0.028
websites	neutral	0.088	0.725	0.187
@seankeithsmith	positive	0.016	0.084	0.901
mucinex	negative	0.592	0.401	0.007
handsome	positive	0.025	0.309	0.666
superhero	positive	0.08	0.329	0.592
@m_callahan	positive	0.369	0.205	0.426
melted	neutral	0.459	0.516	0.024
california	neutral	0.318	0.397	0.285
ouchh	negative	0.83	0.14	0.03
@kevinspacey	positive	0.023	0.262	0.715
@imanwilliams	neutral	0.327	0.518	0.155
@adrence	positive	0.019	0.302	0.679
ouchy	negative	0.816	0.165	0.019
alexander	neutral	0.084	0.758	0.158
