WORD_NAME	label	negative	neutral	positive
harveys	neutral	0.054	0.705	0.241
boored	negative	0.802	0.162	0.036
#freedom	negative	0.611	0.151	0.238
@user552111	positive	0.057	0.32	0.623
twitbird	positive	0.064	0.395	0.54
xactly	neutral	0.167	0.614	0.219
@user552182	neutral	0.088	0.587	0.325
cartier	neutral	0.102	0.856	0.042
descent	neutral	0.201	0.773	0.026
alliteration	negative	0.673	0.235	0.093
him/her	neutral	0.424	0.46	0.116
16:30	neutral	0.027	0.705	0.268
16:33	neutral	0.071	0.563	0.366
16:32	neutral	0.346	0.421	0.232
#tebow	negative	0.515	0.285	0.2
16:13	positive	0.005	0.16	0.834
firing	neutral	0.28	0.648	0.072
hovers	negative	0.561	0.298	0.141
16:00	neutral	0.024	0.922	0.054
@user2327937	neutral	0.172	0.486	0.341
shoutsout	positive	0.009	0.389	0.602
@user552234	positive	0.263	0.338	0.399
pick-up	neutral	0.07	0.62	0.31
#hacerfortuna	neutral	0.244	0.404	0.352
@user552226	positive	0.193	0.29	0.517
coleridge	positive	0.311	0.294	0.395
boooom	positive	0.214	0.357	0.43
booooo	negative	0.857	0.073	0.07
#edtech	neutral	0.021	0.53	0.449
f***ing	negative	0.862	0.082	0.056
@user381450	positive	0.001	0.337	0.662
sexan.de	negative	0.543	0.297	0.161
http://milliondollardrew.com	negative	0.649	0.137	0.214
@user552320	positive	0.171	0.121	0.708
breakfasts	neutral	0.051	0.83	0.119
queries	neutral	0.097	0.733	0.17
#beautiful	positive	0.017	0.187	0.796
@user1953446	positive	0.284	0.136	0.58
@user381320	neutral	0.047	0.535	0.418
@user381354	neutral	0.436	0.527	0.037
implies	neutral	0.268	0.552	0.18
@user381294	neutral	0.358	0.595	0.046
@user381299	neutral	0.267	0.435	0.298
fe-46	neutral	0.002	0.792	0.206
oregonlive.com	neutral	0.339	0.501	0.161
jurassic	neutral	0.253	0.599	0.148
overdraft	negative	0.591	0.3	0.109
economys	neutral	0.362	0.381	0.257
@user381124	negative	0.483	0.412	0.105
tunbridge	neutral	0.029	0.739	0.233
@codybjohns	neutral	0.104	0.66	0.237
@user381170	neutral	0.143	0.741	0.116
cartman	negative	0.388	0.319	0.294
poconos	neutral	0.202	0.717	0.081
boardgame	neutral	0.253	0.545	0.203
degeneres	neutral	0.182	0.608	0.21
bootys	neutral	0.173	0.759	0.068
brookings	neutral	0.017	0.804	0.18
riverview	neutral	0.01	0.88	0.11
@user552626	positive	0.112	0.235	0.653
oleary	negative	0.695	0.184	0.121
@user1243897	positive	0.195	0.278	0.527
fckin	negative	0.923	0.06	0.016
bootsy	neutral	0.225	0.413	0.362
fireee	neutral	0.156	0.482	0.362
1-on-1	neutral	0.022	0.904	0.074
fcked	negative	0.866	0.075	0.059
@user381114	negative	0.459	0.25	0.291
schrute	neutral	0.07	0.857	0.073
firend	positive	0.149	0.237	0.614
wilson	neutral	0.209	0.57	0.221
@user381042	positive	0.105	0.267	0.628
@user381060	positive	0.101	0.318	0.581
1/3/10	neutral	0.006	0.704	0.29
firday	neutral	0.38	0.572	0.049
booski	positive	0.026	0.34	0.634
breitbart	neutral	0.269	0.429	0.302
bootie	neutral	0.273	0.623	0.104
wilton	neutral	0.003	0.699	0.297
dreamcast	neutral	0.157	0.779	0.064
cartons	neutral	0.051	0.919	0.031
cartoon	neutral	0.157	0.706	0.137
booted	neutral	0.427	0.516	0.057
booths	neutral	0.072	0.862	0.066
@user552771	positive	0.012	0.457	0.531
bootay	negative	0.6	0.37	0.031
))))))	positive	0.154	0.118	0.728
rename	neutral	0.075	0.607	0.318
#1vs100	neutral	0.434	0.539	0.027
damnnnnnn	negative	0.857	0.082	0.062
gunshots	negative	0.575	0.397	0.027
tynisha	positive	0.399	0.047	0.554
anybdy	negative	0.423	0.418	0.159
appleton	neutral	0.009	0.9	0.091
marvin	neutral	0.148	0.597	0.255
20	neutral	0.003	0.538	0.459
candies	neutral	0.078	0.783	0.139
@user279288	negative	0.659	0.199	0.142
@user279257	positive	0.112	0.359	0.529
candida	positive	0.122	0.391	0.488
candids	neutral	0.078	0.869	0.053
candice	neutral	0.065	0.6	0.336
@user279294	neutral	0.314	0.617	0.07
in-dash	neutral	0.001	0.715	0.284
maruti	neutral	0.003	0.701	0.296
galere	neutral	0.255	0.707	0.038
galera	neutral	0.092	0.803	0.106
borred	negative	0.813	0.164	0.023
headshot	neutral	0.147	0.66	0.193
@user989517	positive	0.096	0.348	0.556
wiping	neutral	0.325	0.594	0.081
sayiin	negative	0.361	0.296	0.344
crushcrushcrush	negative	0.512	0.075	0.413
ahmadinejad	negative	0.787	0.077	0.136
@user725651	neutral	0.373	0.49	0.137
auction	neutral	0.026	0.751	0.222
pranked	negative	0.695	0.179	0.125
@user279163	neutral	0.094	0.492	0.414
@user279136	negative	0.645	0.279	0.076
kickass	positive	0.022	0.214	0.764
somthn	neutral	0.104	0.813	0.083
martys	neutral	0.198	0.547	0.255
britannica	neutral	0.167	0.816	0.018
deepens	negative	0.77	0.115	0.115
deepest	positive	0.291	0.278	0.431
sandlers	positive	0.377	0.212	0.41
africans	negative	0.605	0.365	0.03
martes	neutral	0.208	0.708	0.085
#fraud	negative	0.667	0.184	0.149
martha	neutral	0.125	0.531	0.344
martin	neutral	0.087	0.654	0.26
e-zine	neutral	0.06	0.725	0.215
@user989251	positive	0.141	0.331	0.528
xhtml	neutral	0.002	0.714	0.284
fedora	neutral	0.086	0.765	0.149
@user279046	positive	0.03	0.27	0.7
kreuz1	negative	0.867	0.112	0.021
earthtimes	neutral	0.155	0.505	0.339
shiiiiiit	negative	0.465	0.382	0.154
marsha	neutral	0.047	0.56	0.393
@user725872	positive	0.048	0.428	0.523
@user554022	negative	0.556	0.362	0.082
alabama	negative	0.407	0.323	0.27
#wheretheydothatat	negative	0.55	0.403	0.047
@user725828	positive	0.013	0.147	0.84
@user554119	negative	0.443	0.33	0.227
aquos	neutral	0.011	0.704	0.284
candles	neutral	0.065	0.824	0.111
newyear	positive	0.005	0.142	0.853
marred	negative	0.721	0.206	0.073
5+series	neutral	0.364	0.421	0.215
bookworm	neutral	0.186	0.617	0.197
dorrough	positive	0.126	0.39	0.485
headsets	neutral	0.003	0.623	0.374
alesana	neutral	0.052	0.523	0.425
fleetwood	neutral	0.191	0.497	0.312
rockabilly	neutral	0.029	0.526	0.446
@user554270	neutral	0.001	0.715	0.284
@user1076450	neutral	0.181	0.505	0.314
wipeout	negative	0.486	0.389	0.125
ex-wife	negative	0.664	0.125	0.211
designation	neutral	0.041	0.64	0.319
@user1076472	neutral	0.187	0.581	0.233
ofcom	negative	0.552	0.399	0.049
geraldine	neutral	0.059	0.797	0.143
@user554307	positive	0.115	0.146	0.739
@user554367	positive	0.11	0.269	0.621
rhetorical	negative	0.57	0.124	0.307
dissapear	negative	0.446	0.229	0.325
@user1076306	neutral	0.222	0.58	0.199
@user554386	negative	0.582	0.147	0.271
@user1522493	positive	0.019	0.064	0.918
f*cking	negative	0.887	0.068	0.045
wipers	neutral	0.146	0.785	0.069
saying	negative	0.455	0.426	0.119
sayinq	negative	0.544	0.431	0.024
anyday	neutral	0.244	0.661	0.095
biebers	positive	0.176	0.298	0.525
somuch	positive	0.04	0.118	0.842
georges	neutral	0.068	0.666	0.266
roflmfao	positive	0.094	0.384	0.522
georgia	neutral	0.284	0.434	0.283
georgie	neutral	0.19	0.516	0.294
offff	neutral	0.463	0.463	0.074
offic	neutral	0.208	0.663	0.129
@user3882547	neutral	0.389	0.476	0.135
offre	neutral	0.219	0.667	0.114
#capricorn	neutral	0.016	0.73	0.254
@user554591	positive	0.002	0.238	0.76
<<<<<<	positive	0.031	0.436	0.533
highlights	neutral	0.142	0.708	0.15
@user554505	negative	0.689	0.23	0.081
boreanaz	positive	0.169	0.342	0.489
prancer	neutral	0.139	0.505	0.356
barbeque	neutral	0.13	0.832	0.037
automate	positive	0.115	0.078	0.807
geforce	neutral	0.012	0.642	0.346
@user1247179	neutral	0.45	0.511	0.039
pacquiao-cotto	negative	0.454	0.436	0.11
clifton	neutral	0.035	0.74	0.226
marmot	neutral	0.042	0.737	0.221
dwarves	negative	0.467	0.409	0.125
barnstable	neutral	0.012	0.797	0.191
borked	negative	0.703	0.256	0.041
recommends	positive	0.339	0.299	0.362
borinq	negative	0.881	0.057	0.061
candace	positive	0.066	0.453	0.481
swami	positive	0.006	0.48	0.514
#thankstotwitter	neutral	0.048	0.689	0.263
swann	neutral	0.169	0.562	0.269
#coworking	neutral	0.169	0.498	0.334
swagg	negative	0.506	0.453	0.04
marlon	neutral	0.226	0.474	0.3
marlow	neutral	0.04	0.804	0.156
fcukn	negative	0.838	0.026	0.136
marley	neutral	0.27	0.372	0.358
swans	neutral	0.195	0.457	0.347
swaps	negative	0.83	0.058	0.112
blubber	negative	0.88	0.037	0.082
swarm	neutral	0.42	0.486	0.093
sware	negative	0.685	0.201	0.114
marlin	negative	0.47	0.387	0.143
oh-oh	negative	0.916	0.024	0.06
w/their	negative	0.386	0.318	0.297
hurtable	neutral	0.15	0.444	0.406
permits	negative	0.573	0.305	0.122
swede	positive	0.083	0.377	0.54
marlee	neutral	0.053	0.794	0.154
@user279802	positive	0.019	0.38	0.602
sweat	neutral	0.42	0.547	0.032
swear	negative	0.695	0.156	0.149
@user279843	neutral	0.112	0.692	0.196
@user279849	negative	0.529	0.147	0.324
@user279874	positive	0.031	0.324	0.645
borealis	neutral	0.094	0.813	0.093
markup	neutral	0.013	0.698	0.289
markus	neutral	0.016	0.614	0.371
uneventful	positive	0.422	0.052	0.525
sportsbook	neutral	0.013	0.651	0.336
saynow	neutral	0.099	0.683	0.218
markie	neutral	0.092	0.811	0.097
w/these	negative	0.482	0.444	0.073
marker	neutral	0.043	0.929	0.028
kremes	neutral	0.066	0.898	0.036
cardboard	neutral	0.104	0.828	0.068
/sigh	negative	0.8	0.179	0.021
innocents	negative	0.64	0.235	0.125
brookline	neutral	0.004	0.815	0.181
saturns	neutral	0.287	0.621	0.092
bowlers	negative	0.717	0.109	0.174
disconnecting	negative	0.662	0.233	0.105
williamson	neutral	0.121	0.568	0.31
ayurvedic	neutral	0.056	0.698	0.246
bachman	neutral	0.391	0.546	0.063
geordie	neutral	0.185	0.482	0.334
#wbxmashampers	positive	0.026	0.136	0.838
probley	neutral	0.358	0.381	0.262
climategate	negative	0.785	0.136	0.079
revamps	positive	0.083	0.243	0.674
plagued	negative	0.52	0.409	0.071
17	neutral	0.003	0.958	0.039
#basic	negative	0.918	0.069	0.013
marius	neutral	0.045	0.76	0.195
versailles	neutral	0.016	0.693	0.291
marisa	neutral	0.302	0.56	0.138
@user279678	neutral	0.395	0.491	0.115
@user279685	negative	0.824	0.092	0.084
marina	neutral	0.024	0.828	0.148
marino	neutral	0.152	0.507	0.34
marine	neutral	0.071	0.638	0.291
marios	neutral	0.307	0.568	0.124
marion	neutral	0.035	0.823	0.142
@user725306	neutral	0.236	0.586	0.178
comebacks	negative	0.707	0.121	0.172
haitian	neutral	0.266	0.555	0.18
maries	neutral	0.01	0.845	0.145
mariel	positive	0.012	0.307	0.681
marias	neutral	0.071	0.791	0.138
marian	neutral	0.1	0.577	0.323
mariah	neutral	0.082	0.528	0.39
djokovic	negative	0.771	0.208	0.021
schtick	negative	0.794	0.101	0.105
borneo	neutral	0.35	0.493	0.157
kickers	negative	0.622	0.351	0.027
$$$$$	positive	0.196	0.129	0.676
@user279518	positive	0.022	0.215	0.764
@user725219	positive	0.158	0.332	0.51
@user279547	positive	0.041	0.208	0.75
datpiff	neutral	0.347	0.615	0.038
swept	neutral	0.476	0.486	0.038
arabs	negative	0.705	0.246	0.049
swims	negative	0.781	0.085	0.134
articlesbase.com:	positive	0.025	0.477	0.498
swiss	neutral	0.112	0.688	0.199
mcdonalds	neutral	0.138	0.723	0.139
margot	positive	0.018	0.435	0.548
swirl	neutral	0.05	0.902	0.048
@user725564	positive	0.006	0.229	0.765
margie	neutral	0.143	0.787	0.07
recipients	positive	0.091	0.203	0.706
@user3343769	neutral	0.034	0.666	0.3
bulgarian	neutral	0.286	0.508	0.206
@user279457	positive	0.126	0.377	0.497
@user279451	positive	0.224	0.291	0.486
kicking	neutral	0.2	0.638	0.163
swick	neutral	0.247	0.568	0.185
arden	neutral	0.033	0.765	0.202
igotta	neutral	0.307	0.67	0.022
emmett	positive	0.171	0.341	0.487
bowling	neutral	0.237	0.641	0.122
arbys	neutral	0.149	0.608	0.243
probowl	neutral	0.082	0.543	0.375
homeeeee	negative	0.557	0.222	0.222
@user279316	neutral	0.15	0.741	0.109
turnover	negative	0.64	0.277	0.083
@user279394	neutral	0.231	0.655	0.114
deepika	neutral	0.265	0.399	0.335
sing-off	neutral	0.346	0.461	0.192
15min	neutral	0.404	0.53	0.067
http://bit.ly/8lpf2y	positive	0.001	0.13	0.868
ordered	neutral	0.296	0.492	0.212
mashup	neutral	0.254	0.455	0.291
chapped	negative	0.592	0.352	0.057
manhunt	neutral	0.235	0.639	0.125
@user382118	positive	0.25	0.136	0.614
@user382160	neutral	0.191	0.581	0.227
#service	neutral	0.01	0.59	0.4
areas	neutral	0.059	0.799	0.142
areee	positive	0.154	0.336	0.51
underwoods	neutral	0.021	0.524	0.455
angeles	neutral	0.109	0.674	0.216
swaying	negative	0.532	0.428	0.04
area-	neutral	0.002	0.938	0.06
some1s	neutral	0.347	0.504	0.149
http://twittacookie.com/index.php	neutral	0.037	0.903	0.06
letdown	negative	0.509	0.303	0.188
angelou	positive	0.221	0.105	0.674
stickers	neutral	0.064	0.873	0.064
at&ts	neutral	0.336	0.476	0.187
@user4794161	positive	0.297	0.349	0.354
swizz	neutral	0.041	0.736	0.223
@user382005	neutral	0.206	0.719	0.075
arent	negative	0.525	0.4	0.075
lingers	negative	0.663	0.182	0.155
@user382071	neutral	0.312	0.384	0.303
#chelsea	positive	0.3	0.115	0.585
galway	neutral	0.288	0.497	0.215
re-opened	negative	0.601	0.215	0.184
often	positive	0.156	0.337	0.508
underworld	neutral	0.216	0.44	0.343
second-half	neutral	0.15	0.501	0.349
ofthe	negative	0.517	0.35	0.132
mispelled	negative	0.553	0.389	0.057
second-hand	negative	0.484	0.306	0.21
angelas	positive	0.447	0.104	0.448
evertons	negative	0.551	0.374	0.076
torchwood	neutral	0.278	0.402	0.32
arghh	negative	0.919	0.033	0.048
'500,000'	neutral	0.028	0.652	0.321
somali	negative	0.711	0.228	0.061
maself	negative	0.422	0.291	0.287
photon	neutral	0.011	0.729	0.261
photog	neutral	0.014	0.719	0.266
photos	neutral	0.028	0.873	0.099
argus	neutral	0.085	0.573	0.342
argos	neutral	0.033	0.634	0.333
@willy24horas	neutral	0.188	0.755	0.058
feed43	neutral	0.058	0.819	0.124
@user2432483	negative	0.555	0.389	0.056
sausages	neutral	0.152	0.778	0.07
anywho	neutral	0.121	0.719	0.16
#raiders	positive	0.354	0.127	0.519
angered	negative	0.806	0.133	0.061
questio	neutral	0.069	0.712	0.219
swoon	negative	0.397	0.258	0.345
swole	negative	0.777	0.211	0.012
evertime	neutral	0.313	0.678	0.009
mascot	neutral	0.158	0.543	0.299
aries	negative	0.508	0.091	0.401
on-demand	neutral	0.025	0.693	0.283
arias	neutral	0.114	0.572	0.314
lekker	neutral	0.08	0.64	0.28
arial	negative	0.445	0.408	0.147
ariel	neutral	0.142	0.609	0.249
<<<---	positive	0.077	0.297	0.626
probing	neutral	0.388	0.404	0.208
tiffani	neutral	0.028	0.761	0.211
tiffany	neutral	0.023	0.602	0.375
macedonia	negative	0.5	0.053	0.447
ariza	negative	0.585	0.224	0.191
recieving	positive	0.453	0.077	0.47
bubblewrap	neutral	0.19	0.594	0.217
arise	positive	0.368	0.172	0.459
arite	negative	0.617	0.362	0.021
desserts	neutral	0.119	0.698	0.183
@user1350882	positive	0.161	0.414	0.425
post-holiday	positive	0.137	0.144	0.719
@riccklopes	neutral	0.173	0.737	0.09
delicacy	negative	0.557	0.359	0.083
round-trip	positive	0.172	0.083	0.745
armed	negative	0.743	0.138	0.119
min/mile	neutral	0.124	0.862	0.014
@user6352243	positive	0.004	0.172	0.824
#ravenstahlrumors	neutral	0.287	0.558	0.155
architecture	neutral	0.016	0.716	0.268
marylin	neutral	0.055	0.558	0.387
#willgetuslapped	negative	0.703	0.201	0.096
masala	neutral	0.049	0.905	0.046
#ihgjobs	neutral	0.007	0.619	0.374
somthin	negative	0.466	0.423	0.11
somers	positive	0.082	0.414	0.503
@user278833	neutral	0.325	0.448	0.227
someth	neutral	0.091	0.826	0.083
@user278814	positive	0.143	0.374	0.483
17:00	neutral	0.038	0.892	0.071
17:15	neutral	0.045	0.907	0.048
someee	positive	0.216	0.386	0.398
twenty-ten	neutral	0.166	0.491	0.343
swimmers	negative	0.473	0.288	0.24
someon	neutral	0.11	0.68	0.209
deffinatly	positive	0.183	0.26	0.557
one-night	positive	0.188	0.362	0.45
weather-frankston	neutral	0.006	0.661	0.333
brooklyns	neutral	0.368	0.55	0.082
beckford	neutral	0.443	0.447	0.11
arnie	neutral	0.014	0.778	0.207
@user1350295	negative	0.568	0.387	0.045
@user3514608	positive	0.302	0.111	0.587
17:40	neutral	0.02	0.92	0.061
17:20	neutral	0.031	0.878	0.091
17:30	neutral	0.018	0.924	0.058
juara	positive	0.014	0.486	0.5
twitition	positive	0.01	0.36	0.63
@user382930	positive	0.281	0.197	0.522
@user382942	positive	0.053	0.407	0.539
armin	neutral	0.101	0.604	0.295
http://bit.ly/ojgoh	positive	0.038	0.431	0.53
prancing	neutral	0.123	0.846	0.032
looooong	negative	0.471	0.351	0.179
chodron	neutral	0.013	0.567	0.42
looooool	positive	0.299	0.316	0.384
woooooooooooo	neutral	0.134	0.517	0.348
looooove	positive	0.076	0.198	0.725
@user553425	negative	0.672	0.11	0.218
alerted	negative	0.764	0.185	0.051
armys	negative	0.487	0.295	0.218
gallons	neutral	0.184	0.811	0.005
judas	neutral	0.084	0.635	0.281
judah	neutral	0.274	0.474	0.251
@user382819	neutral	0.208	0.538	0.255
@user382826	positive	0.101	0.202	0.697
judds	positive	0.09	0.335	0.575
judes	positive	0.098	0.432	0.47
@user382849	positive	0.042	0.165	0.793
anyhoo	neutral	0.051	0.505	0.445
15yrs	negative	0.596	0.393	0.011
@user382875	neutral	0.392	0.427	0.181
@user553587	neutral	0.32	0.463	0.217
swung	neutral	0.151	0.799	0.049
@user553502	positive	0.264	0.365	0.372
headspin	neutral	0.374	0.562	0.064
wolverhampton	positive	0.289	0.341	0.37
bandicoot	negative	0.6	0.306	0.093
aroxo	neutral	0.001	0.782	0.217
arora	neutral	0.081	0.805	0.114
@user382705	neutral	0.3	0.526	0.175
arose	negative	0.484	0.323	0.193
aroun	neutral	0.163	0.78	0.057
catalans	neutral	0.3	0.659	0.041
vivienne	neutral	0.042	0.546	0.412
handphone	neutral	0.236	0.746	0.018
@user553624	neutral	0.412	0.553	0.035
amazons	neutral	0.141	0.53	0.329
bachata	positive	0.338	0.255	0.407
divided	negative	0.694	0.23	0.076
divider	neutral	0.096	0.518	0.387
divides	negative	0.489	0.086	0.425
#employment	positive	0.357	0.261	0.382
peanutbutter	neutral	0.104	0.646	0.251
kickin	positive	0.197	0.237	0.566
arroz	neutral	0.247	0.622	0.131
somone	negative	0.862	0.062	0.075
kicked	negative	0.534	0.441	0.025
myanmar	negative	0.435	0.29	0.276
arrrr	positive	0.449	0.073	0.479
@user382684	neutral	0.43	0.526	0.044
kicker	neutral	0.235	0.559	0.206
#niggaplease	neutral	0.195	0.671	0.134
chaplin	neutral	0.136	0.598	0.265
asking	negative	0.681	0.219	0.1
pharmacies	negative	0.47	0.285	0.244
arsed	negative	0.402	0.321	0.277
@user4530917	negative	0.56	0.081	0.359
arses	negative	0.792	0.067	0.141
4ever	positive	0.219	0.116	0.665
ogochocinco	neutral	0.302	0.361	0.337
@user553815	positive	0.008	0.286	0.706
gujarat	negative	0.569	0.343	0.087
@user382503	positive	0.257	0.301	0.442
#in2009	neutral	0.067	0.576	0.357
juelz	neutral	0.103	0.637	0.26
#in2010	neutral	0.156	0.598	0.246
maryse	neutral	0.334	0.338	0.328
@user382464	positive	0.023	0.434	0.542
arrgh	negative	0.906	0.068	0.025
probate	neutral	0.115	0.562	0.323
1/4/10	neutral	0.087	0.743	0.17
@user553872	neutral	0.14	0.528	0.332
anyone	neutral	0.287	0.587	0.126
probaly	negative	0.553	0.303	0.143
@user1785619	positive	0.071	0.179	0.75
#bacon	neutral	0.077	0.771	0.152
emmure	negative	0.498	0.189	0.313
aruba	neutral	0.102	0.547	0.351
@user553911	positive	0.431	0.133	0.436
@user1075866	positive	0.013	0.335	0.652
f*cked	negative	0.654	0.315	0.031
@user382402	neutral	0.361	0.626	0.014
artsy	positive	0.396	0.14	0.464
arttm	positive	0.385	0.135	0.48
f*ckin	negative	0.866	0.09	0.044
-nods-	positive	0.306	0.176	0.518
@user553991	neutral	0.412	0.452	0.136
lonestar	neutral	0.06	0.698	0.242
sayang	neutral	0.026	0.559	0.416
http://tinyurl.com/free-gwave	neutral	0.103	0.538	0.359
contraception	neutral	0.153	0.482	0.364
januarys	positive	0.014	0.365	0.621
swype	neutral	0.103	0.563	0.334
@user382215	neutral	0.024	0.812	0.164
writtin	negative	0.657	0.082	0.261
gallon	neutral	0.114	0.876	0.01
gallup	negative	0.637	0.319	0.044
artic	neutral	0.16	0.682	0.159
artie	negative	0.425	0.239	0.337
artis	neutral	0.066	0.767	0.168
looooved	negative	0.509	0.098	0.393
jugar	neutral	0.346	0.469	0.185
briefcase	neutral	0.141	0.782	0.076
jugde	negative	0.921	0.027	0.052
yeasayer	neutral	0.193	0.541	0.266
ogden	neutral	0.014	0.782	0.204
humboldt	neutral	0.03	0.872	0.098
replyy	neutral	0.391	0.422	0.188
replys	positive	0.367	0.234	0.4
@yahoo	neutral	0.407	0.469	0.124
@user555193	positive	0.422	0.098	0.479
jamison	neutral	0.231	0.58	0.189
bernardo	positive	0.02	0.485	0.496
daycare	neutral	0.168	0.739	0.093
4gettin	negative	0.661	0.233	0.107
feckin	negative	0.869	0.105	0.026
yooooou	neutral	0.22	0.453	0.327
yoooooo	negative	0.58	0.309	0.112
trendsetters	negative	0.726	0.149	0.126
@user555253	neutral	0.166	0.611	0.223
@user555226	positive	0.071	0.347	0.583
@user555231	neutral	0.179	0.647	0.174
brother-in-law	positive	0.096	0.422	0.482
@user555295	negative	0.745	0.224	0.031
sensative	negative	0.911	0.058	0.031
@user555270	negative	0.643	0.194	0.163
presently	neutral	0.087	0.818	0.095
#skiing	neutral	0.035	0.889	0.075
jules	neutral	0.092	0.464	0.444
sensation	neutral	0.255	0.579	0.167
bernanke	negative	0.515	0.258	0.227
julie	neutral	0.023	0.581	0.397
julia	neutral	0.04	0.594	0.366
julio	neutral	0.064	0.718	0.219
all-decade	neutral	0.099	0.53	0.371
presented	neutral	0.187	0.543	0.27
buzzer-beater	negative	0.395	0.393	0.212
phoebe	neutral	0.127	0.564	0.309
presenter	neutral	0.087	0.699	0.214
@user555340	neutral	0.236	0.472	0.292
overrides	neutral	0.108	0.609	0.283
catalina	neutral	0.084	0.772	0.144
bernardino	neutral	0.099	0.619	0.282
replay	neutral	0.279	0.599	0.122
junsu	positive	0.095	0.099	0.807
bonjour	positive	0.025	0.452	0.523
junto	neutral	0.103	0.836	0.061
