word	label	negative	neutral	positive
psc	neutral	0.122	0.79	0.088
psh	negative	0.8	0.084	0.115
psi	neutral	0.061	0.694	0.245
psn	neutral	0.289	0.652	0.059
psp	neutral	0.096	0.816	0.089
pst	neutral	0.076	0.65	0.274
pss	neutral	0.46	0.524	0.016
psu	neutral	0.069	0.754	0.178
psy	neutral	0.037	0.868	0.095
pta	neutral	0.164	0.733	0.103
ptc	neutral	0.161	0.614	0.225
ptl	positive	0.006	0.148	0.847
pto	neutral	0.062	0.809	0.129
ptp	neutral	0.029	0.852	0.119
pts	neutral	0.104	0.71	0.186
countdowns	neutral	0.077	0.677	0.247
pud	neutral	0.096	0.684	0.22
puc	neutral	0.296	0.632	0.072
puh	neutral	0.261	0.533	0.206
pur	negative	0.531	0.414	0.054
pvj	neutral	0.013	0.786	0.201
pvp	neutral	0.184	0.802	0.014
pvr	neutral	0.045	0.891	0.064
pvt	neutral	0.242	0.667	0.091
pwd	neutral	0.265	0.666	0.069
pwn	neutral	0.459	0.467	0.075
libary	neutral	0.078	0.863	0.059
pyo	negative	0.514	0.31	0.176
pyt	positive	0.008	0.307	0.685
suburbia	neutral	0.238	0.621	0.141
kawan	positive	0.143	0.315	0.542
brushed	neutral	0.316	0.675	0.009
brushes	neutral	0.15	0.64	0.21
después	neutral	0.182	0.753	0.065
qaf	neutral	0.159	0.549	0.292
spreads	negative	0.835	0.079	0.087
modesto	neutral	0.044	0.795	0.161
brewed	neutral	0.178	0.511	0.312
brewer	neutral	0.099	0.665	0.236
s&m	neutral	0.35	0.535	0.115
qdo	neutral	0.19	0.448	0.362
s&s	positive	0.005	0.429	0.566
#wii	neutral	0.227	0.617	0.157
#win	neutral	0.221	0.451	0.327
#wip	neutral	0.309	0.643	0.047
#why	negative	0.641	0.353	0.005
mám	neutral	0.124	0.75	0.126
's\'s'	negative	0.596	0.362	0.041
más	neutral	0.351	0.588	0.062
jdrf	neutral	0.003	0.639	0.358
már	neutral	0.466	0.479	0.055
qet	neutral	0.365	0.54	0.096
relocate	neutral	0.113	0.605	0.282
#wjc	neutral	0.296	0.395	0.309
mãe	neutral	0.183	0.67	0.146
mão	neutral	0.347	0.503	0.15
anticipated	positive	0.221	0.117	0.661
varsity	neutral	0.118	0.702	0.18
blowin	neutral	0.236	0.702	0.062
qid	neutral	0.445	0.516	0.039
qik	neutral	0.128	0.797	0.075
smores	neutral	0.068	0.801	0.132
agente	neutral	0.2	0.631	0.169
agents	neutral	0.118	0.708	0.174
bottomless	neutral	0.206	0.649	0.145
#wow	neutral	0.447	0.478	0.075
cinamon	neutral	0.13	0.82	0.05
qld	neutral	0.196	0.544	0.261
s.o	positive	0.072	0.088	0.84
máš	neutral	0.063	0.724	0.214
s/o	positive	0.033	0.329	0.638
s/n	neutral	0.184	0.78	0.036
qnd	neutral	0.196	0.674	0.13
qnt	negative	0.725	0.231	0.044
qns	negative	0.47	0.275	0.254
mês	neutral	0.215	0.608	0.177
qod	positive	0.013	0.102	0.885
qoo	neutral	0.223	0.51	0.267
qon	negative	0.537	0.028	0.435
qot	neutral	0.406	0.507	0.087
qpr	neutral	0.218	0.738	0.044
'britain\'s'	positive	0.348	0.165	0.487
#wtf	negative	0.722	0.242	0.036
iloveeyouu	positive	0.212	0.306	0.482
mít	neutral	0.325	0.565	0.11
eiffel	positive	0.051	0.347	0.603
s4c	neutral	0.01	0.748	0.242
s60	negative	0.403	0.336	0.261
qro	neutral	0.332	0.442	0.226
qse	neutral	0.114	0.54	0.346
#blackthoughts	negative	0.671	0.315	0.014
jeah	neutral	0.045	0.548	0.407
#wwe	neutral	0.374	0.41	0.217
jeal	negative	0.56	0.176	0.264
jean	neutral	0.059	0.755	0.185
qta	neutral	0.213	0.61	0.178
qtr	neutral	0.099	0.835	0.066
timelines	negative	0.719	0.2	0.08
qua	neutral	0.245	0.661	0.094
que	neutral	0.268	0.521	0.211
qud	neutral	0.039	0.805	0.156
qui	neutral	0.106	0.808	0.085
quo	positive	0.085	0.394	0.521
s90	positive	0.067	0.41	0.523
quy	negative	0.739	0.16	0.102
qvc	neutral	0.016	0.821	0.163
bigtime	neutral	0.404	0.447	0.15
jeez	negative	0.812	0.125	0.063
mój	positive	0.275	0.283	0.442
tofurky	neutral	0.047	0.905	0.048
jeff	neutral	0.045	0.684	0.271
jeej	neutral	0.046	0.598	0.357
jees	negative	0.512	0.344	0.144
kanina	neutral	0.314	0.388	0.298
jedi	neutral	0.26	0.403	0.337
qué	neutral	0.294	0.611	0.095
jego	positive	0.139	0.259	0.602
agenda	neutral	0.073	0.844	0.084
l)(l	neutral	0.156	0.653	0.191
jeje	positive	0.109	0.319	0.572
biceps	negative	0.547	0.446	0.006
'l\'ll'	positive	0.077	0.416	0.507
2nites	neutral	0.366	0.505	0.129
jeng	neutral	0.136	0.455	0.409
jeni	neutral	0.044	0.684	0.272
jenn	neutral	0.063	0.659	0.278
rab	neutral	0.053	0.738	0.209
raa	neutral	0.111	0.726	0.163
rad	positive	0.068	0.329	0.603
rac	negative	0.677	0.238	0.085
raf	neutral	0.073	0.842	0.085
rae	neutral	0.078	0.631	0.291
rah	neutral	0.256	0.654	0.091
rag	neutral	0.435	0.531	0.034
raj	neutral	0.084	0.629	0.288
rai	neutral	0.181	0.79	0.028
rak	neutral	0.151	0.645	0.205
ran	negative	0.489	0.473	0.038
jena	neutral	0.335	0.538	0.126
rar	neutral	0.377	0.605	0.018
ras	neutral	0.062	0.841	0.097
rav	neutral	0.089	0.706	0.205
jemi	positive	0.148	0.404	0.448
raw	neutral	0.149	0.592	0.259
raz	positive	0.18	0.388	0.432
rbd	neutral	0.215	0.429	0.356
rbs	neutral	0.169	0.539	0.292
@user655952	positive	0.008	0.339	0.653
belmont	neutral	0.057	0.898	0.044
rca	neutral	0.04	0.796	0.163
rcc	neutral	0.222	0.741	0.037
schumi	neutral	0.173	0.46	0.367
rda	neutral	0.016	0.726	0.258
jens	neutral	0.031	0.845	0.123
schule	neutral	0.261	0.699	0.04
rdj	positive	0.289	0.133	0.578
rds	neutral	0.069	0.682	0.249
rdy	neutral	0.173	0.485	0.342
kayla	neutral	0.085	0.727	0.188
rea	neutral	0.345	0.401	0.254
rec	positive	0.146	0.27	0.584
ref	neutral	0.128	0.696	0.175
ree	neutral	0.089	0.725	0.186
reh	neutral	0.057	0.487	0.456
reg	neutral	0.134	0.764	0.101
rei	neutral	0.008	0.602	0.391
rel	neutral	0.142	0.77	0.088
rek	positive	0.184	0.277	0.539
ren	neutral	0.287	0.626	0.087
rem	neutral	0.193	0.69	0.116
rep	neutral	0.254	0.401	0.345
reo	neutral	0.27	0.622	0.107
req	neutral	0.178	0.641	0.181
ret	positive	0.276	0.359	0.365
't\'s'	neutral	0.09	0.548	0.362
res	neutral	0.125	0.837	0.038
nás	neutral	0.075	0.817	0.109
rev	neutral	0.354	0.571	0.074
rex	neutral	0.114	0.735	0.151
rez	neutral	0.31	0.534	0.156
rey	neutral	0.201	0.728	0.072
jett	neutral	0.064	0.77	0.166
jets	positive	0.37	0.159	0.471
kayne	negative	0.357	0.355	0.288
não	neutral	0.271	0.508	0.221
jesi	neutral	0.216	0.732	0.052
jess	neutral	0.076	0.663	0.261
rhe	neutral	0.032	0.623	0.344
rhi	neutral	0.111	0.498	0.392
jerz	neutral	0.156	0.716	0.127
ria	neutral	0.119	0.724	0.158
rid	neutral	0.37	0.497	0.132
ric	neutral	0.18	0.778	0.043
rih	neutral	0.377	0.572	0.051
rii	neutral	0.265	0.516	0.219
rik	neutral	0.14	0.742	0.118
rin	neutral	0.37	0.388	0.242
rio	neutral	0.059	0.813	0.128
rir	neutral	0.187	0.604	0.209
rit	neutral	0.168	0.495	0.337
ris	neutral	0.156	0.802	0.042
gtfoh	negative	0.5	0.225	0.275
t-t	neutral	0.1	0.756	0.144
holydays	neutral	0.044	0.738	0.218
jews	negative	0.598	0.181	0.22
t.i	neutral	0.255	0.494	0.251
t.o	neutral	0.036	0.785	0.179
t00	neutral	0.464	0.476	0.059
t.t	negative	0.532	0.382	0.086
t.v	neutral	0.274	0.514	0.211
rly	neutral	0.311	0.419	0.271
rlx	positive	0.131	0.418	0.451
rmb	neutral	0.206	0.571	0.223
née	neutral	0.143	0.725	0.132
rmh	neutral	0.258	0.614	0.128
preetty	neutral	0.16	0.473	0.367
rmx	neutral	0.024	0.658	0.317
rnb	positive	0.291	0.276	0.433
informing	negative	0.479	0.232	0.289
t0o	positive	0.056	0.388	0.555
t20	neutral	0.293	0.386	0.32
rnr	neutral	0.102	0.7	0.198
rnt	negative	0.409	0.345	0.245
narnia	negative	0.359	0.346	0.295
roh	neutral	0.279	0.672	0.049
rog	neutral	0.281	0.678	0.041
roi	positive	0.058	0.456	0.486
rok	neutral	0.156	0.733	0.111
ron	neutral	0.079	0.686	0.235
rom	neutral	0.082	0.728	0.191
rop	neutral	0.192	0.625	0.184
roo	neutral	0.218	0.705	0.077
ror	neutral	0.023	0.938	0.039
ros	positive	0.128	0.392	0.48
rox	neutral	0.292	0.413	0.295
roz	neutral	0.02	0.514	0.465
roy	neutral	0.138	0.713	0.149
retweeting	positive	0.027	0.254	0.719
rpg	negative	0.474	0.436	0.09
smooch	positive	0.084	0.201	0.714
rpm	neutral	0.367	0.602	0.031
suggested	neutral	0.073	0.551	0.376
rps	neutral	0.015	0.753	0.232
catfish	neutral	0.108	0.859	0.033
néé	positive	0.162	0.371	0.467
rt-	positive	0.06	0.399	0.541
rrr	neutral	0.443	0.516	0.041
calculations	neutral	0.036	0.843	0.122
rsa	positive	0.041	0.425	0.534
rss	neutral	0.15	0.628	0.223
rte	neutral	0.362	0.564	0.074
rtd	negative	0.508	0.156	0.336
?!!!!!	negative	0.647	0.087	0.266
rtf	neutral	0.137	0.845	0.018
rtl	positive	0.01	0.079	0.911
rto	neutral	0.385	0.604	0.011
rts	positive	0.001	0.296	0.703
rtr	positive	0.038	0.266	0.695
rtt	positive	0.056	0.223	0.721
rua	neutral	0.162	0.752	0.086
ruh	neutral	0.382	0.569	0.049
rui	neutral	0.052	0.794	0.154
run	neutral	0.283	0.491	0.226
rut	neutral	0.346	0.578	0.077
rus	neutral	0.064	0.923	0.013
shitless	negative	0.508	0.444	0.049
rvp	neutral	0.099	0.753	0.148
blowed	negative	0.805	0.12	0.076
barkada	positive	0.379	0.142	0.48
nós	neutral	0.121	0.526	0.353
mēs	neutral	0.149	0.668	0.183
kravitz	neutral	0.114	0.654	0.232
ryt	neutral	0.352	0.379	0.269
programing	neutral	0.128	0.815	0.057
astrid	positive	0.006	0.42	0.573
hardcover	neutral	0.052	0.573	0.376
kroger	neutral	0.103	0.83	0.067
#yay	positive	0.042	0.157	0.802
weired	negative	0.864	0.092	0.045
keating	neutral	0.093	0.791	0.116
#yeg	neutral	0.406	0.437	0.158
saa	neutral	0.09	0.848	0.062
sab	neutral	0.088	0.458	0.454
sae	neutral	0.048	0.589	0.363
saf	neutral	0.091	0.626	0.283
sai	neutral	0.145	0.563	0.292
sah	neutral	0.339	0.56	0.101
sak	neutral	0.133	0.527	0.34
sam	neutral	0.107	0.765	0.127
sal	neutral	0.144	0.774	0.082
měl	neutral	0.124	0.675	0.201
sao	neutral	0.088	0.601	0.311
san	neutral	0.217	0.621	0.162
sas	neutral	0.165	0.574	0.26
sar	neutral	0.089	0.752	0.159
weirdd	negative	0.687	0.171	0.142
sau	neutral	0.208	0.757	0.035
sat	neutral	0.117	0.843	0.04
saw	neutral	0.26	0.649	0.091
sav	neutral	0.109	0.802	0.089
say	neutral	0.276	0.449	0.276
#yes	positive	0.251	0.123	0.627
sbg	neutral	0.279	0.614	0.108
sbi	neutral	0.317	0.357	0.326
sbr	neutral	0.262	0.443	0.295
sbt	neutral	0.361	0.572	0.066
twitfam	positive	0.025	0.341	0.635
sbs	neutral	0.307	0.361	0.333
sbu	neutral	0.093	0.809	0.097
sby	neutral	0.293	0.44	0.267
scc	neutral	0.114	0.734	0.152
scd	negative	0.509	0.376	0.115
sci	neutral	0.175	0.712	0.113
sch	neutral	0.45	0.459	0.091
sdd	negative	0.459	0.279	0.262
sdh	neutral	0.076	0.594	0.33
sdk	neutral	0.037	0.766	0.197
sf4	negative	0.535	0.451	0.015
sds	neutral	0.209	0.759	0.032
sec	neutral	0.115	0.802	0.083
seb	neutral	0.09	0.688	0.221
see	neutral	0.04	0.692	0.268
sed	neutral	0.193	0.453	0.354
'u\'d'	neutral	0.27	0.484	0.246
cleann	positive	0.168	0.152	0.681
sef	neutral	0.306	0.652	0.042
sei	neutral	0.248	0.504	0.248
seh	neutral	0.249	0.645	0.106
sek	neutral	0.097	0.481	0.422
sej	neutral	0.364	0.627	0.009
sem	neutral	0.221	0.688	0.091
sel	neutral	0.106	0.5	0.394
cleans	negative	0.475	0.425	0.099
'u\'l'	positive	0.09	0.347	0.563
seo	neutral	0.026	0.767	0.207
sg1	neutral	0.194	0.708	0.098
sen	neutral	0.294	0.598	0.108
saí	neutral	0.126	0.713	0.16
sep	negative	0.462	0.427	0.112
ses	neutral	0.098	0.854	0.048
'u\'s'	neutral	0.145	0.744	0.11
'u\'r'	positive	0.12	0.191	0.69
ser	neutral	0.203	0.607	0.191
seu	neutral	0.181	0.657	0.162
sev	neutral	0.222	0.626	0.152
sey	neutral	0.257	0.557	0.186
sez	negative	0.725	0.261	0.014
sfm	neutral	0.136	0.604	0.26
sfo	neutral	0.041	0.756	0.203
sfx	positive	0.189	0.382	0.428
sfw	negative	0.644	0.265	0.091
sga	neutral	0.284	0.529	0.186
sgu	neutral	0.401	0.561	0.038
sgt	neutral	0.279	0.641	0.08
sha	neutral	0.103	0.724	0.173
shd	neutral	0.39	0.506	0.104
she	negative	0.49	0.203	0.308
shh	negative	0.803	0.088	0.108
shi	neutral	0.183	0.631	0.186
sho	neutral	0.173	0.551	0.277
sht	negative	0.86	0.11	0.03
shs	neutral	0.015	0.69	0.295
shu	neutral	0.245	0.595	0.16
shw	neutral	0.361	0.417	0.222
sia	neutral	0.219	0.662	0.119
sie	neutral	0.207	0.61	0.183
sid	neutral	0.099	0.754	0.147
sig	neutral	0.04	0.822	0.138
sif	negative	0.415	0.264	0.321
sii	neutral	0.154	0.574	0.273
sih	neutral	0.199	0.673	0.129
sik	negative	0.823	0.084	0.093
sim	neutral	0.123	0.587	0.291
sil	positive	0.124	0.245	0.631
sis	positive	0.082	0.264	0.654
sit	neutral	0.406	0.551	0.043
sk8	neutral	0.249	0.577	0.174
siy	neutral	0.396	0.515	0.089
six	neutral	0.125	0.823	0.052
siz	neutral	0.252	0.379	0.369
sja	negative	0.5	0.426	0.073
sjc	neutral	0.033	0.666	0.301
sjp	neutral	0.152	0.7	0.148
sl4	negative	0.763	0.222	0.015
sjw	neutral	0.158	0.82	0.022
songwriting	positive	0.033	0.446	0.521
ska	neutral	0.228	0.605	0.168
#you	neutral	0.035	0.62	0.346
skg	neutral	0.103	0.458	0.439
skl	negative	0.468	0.432	0.1
sm1	negative	0.512	0.181	0.308
sm2	positive	0.003	0.387	0.61
skr	neutral	0.348	0.392	0.26
sku	neutral	0.259	0.626	0.115
hauling	neutral	0.062	0.857	0.081
slc	neutral	0.079	0.794	0.127
slh	neutral	0.201	0.707	0.092
u.i	positive	0.109	0.212	0.679
u.k	neutral	0.026	0.821	0.153
slm	positive	0.094	0.409	0.498
slp	neutral	0.431	0.531	0.038
slo	neutral	0.123	0.829	0.048
slr	neutral	0.016	0.819	0.165
u.s	neutral	0.089	0.796	0.115
compromised	negative	0.723	0.249	0.029
sls	neutral	0.136	0.846	0.018
u.u	positive	0.138	0.256	0.606
sma	neutral	0.114	0.595	0.291
smc	neutral	0.059	0.738	0.203
smb	positive	0.245	0.325	0.43
sme	neutral	0.336	0.462	0.202
smd	negative	0.616	0.231	0.153
smg	neutral	0.075	0.556	0.369
smf	neutral	0.365	0.529	0.106
smh	negative	0.669	0.25	0.081
so-	neutral	0.367	0.493	0.14
smo	neutral	0.138	0.741	0.122
so0	negative	0.446	0.116	0.438
smp	neutral	0.095	0.724	0.181
sms	neutral	0.206	0.658	0.136
smu	positive	0.019	0.474	0.508
smt	neutral	0.399	0.436	0.165
smw	positive	0.282	0.143	0.574
smx	neutral	0.017	0.756	0.228
sna	neutral	0.115	0.779	0.107
snd	neutral	0.264	0.585	0.152
sng	neutral	0.115	0.72	0.165
snl	neutral	0.28	0.455	0.265
snn	positive	0.047	0.384	0.569
sno	neutral	0.062	0.742	0.196
się	negative	0.411	0.308	0.281
soa	neutral	0.362	0.565	0.074
soe	neutral	0.184	0.785	0.031
sof	neutral	0.137	0.676	0.187
soi	neutral	0.265	0.687	0.047
soh	neutral	0.363	0.453	0.185
sok	neutral	0.295	0.491	0.215
som	neutral	0.149	0.802	0.049
sol	neutral	0.201	0.698	0.101
soo	positive	0.213	0.283	0.504
sop	neutral	0.073	0.612	0.315
sos	neutral	0.153	0.699	0.148
sor	neutral	0.241	0.73	0.029
sov	negative	0.535	0.327	0.138
soy	neutral	0.179	0.602	0.219
sox	neutral	0.095	0.546	0.359
soz	negative	0.837	0.147	0.017
spf	positive	0.195	0.263	0.542
spe	neutral	0.088	0.748	0.164
spl	positive	0.037	0.39	0.574
sr.	neutral	0.044	0.612	0.345
spk	negative	0.432	0.374	0.194
spn	neutral	0.405	0.462	0.132
spm	neutral	0.108	0.55	0.342
spt	neutral	0.172	0.489	0.338
sql	neutral	0.092	0.787	0.121
ss2	neutral	0.114	0.598	0.288
src	neutral	0.386	0.515	0.1
sri	neutral	0.024	0.619	0.357
st.	neutral	0.075	0.707	0.218
srk	positive	0.071	0.331	0.598
srs	negative	0.781	0.145	0.074
st8	negative	0.543	0.378	0.078
sry	negative	0.878	0.086	0.035
'iraheta\'s'	neutral	0.141	0.737	0.121
ssa	neutral	0.074	0.763	0.163
dancing	neutral	0.152	0.607	0.242
ssc	neutral	0.226	0.613	0.162
ssd	neutral	0.044	0.714	0.243
ssh	negative	0.623	0.333	0.044
netbooks	neutral	0.249	0.608	0.143
ssl	neutral	0.007	0.615	0.378
sso	neutral	0.011	0.755	0.234
sta	neutral	0.137	0.734	0.13
std	neutral	0.35	0.602	0.048
stc	neutral	0.136	0.756	0.108
ste	neutral	0.152	0.673	0.176
sth	neutral	0.164	0.644	0.191
sti	negative	0.596	0.351	0.053
stl	neutral	0.209	0.613	0.179
stm	neutral	0.032	0.798	0.171
stp	negative	0.657	0.273	0.071
sto	neutral	0.115	0.684	0.201
str	neutral	0.151	0.754	0.095
sts	neutral	0.019	0.903	0.078
stu	neutral	0.161	0.781	0.058
sua	neutral	0.188	0.657	0.156
sub	neutral	0.283	0.568	0.149
sud	neutral	0.385	0.508	0.107
suh	neutral	0.222	0.658	0.119
suk	neutral	0.361	0.527	0.113
sul	neutral	0.076	0.805	0.119
sup	neutral	0.13	0.672	0.198
u92	neutral	0.056	0.671	0.273
sus	negative	0.852	0.073	0.075
sur	neutral	0.122	0.827	0.051
#yyc	neutral	0.106	0.824	0.07
suv	neutral	0.13	0.843	0.027
#yyj	neutral	0.125	0.62	0.255
sux	negative	0.71	0.231	0.059
kangen	neutral	0.214	0.567	0.219
suz	neutral	0.034	0.536	0.431
svc	positive	0.036	0.354	0.61
sve	neutral	0.066	0.828	0.105
svn	neutral	0.061	0.85	0.09
svu	neutral	0.329	0.362	0.309
svz	negative	0.385	0.351	0.264
swa	neutral	0.056	0.797	0.147
swe	neutral	0.096	0.772	0.133
swt	positive	0.133	0.066	0.801
swv	negative	0.51	0.406	0.084
throwbacks	neutral	0.105	0.638	0.257
sya	neutral	0.349	0.526	0.124
syd	neutral	0.118	0.544	0.337
syg	positive	0.068	0.393	0.539
syl	neutral	0.013	0.648	0.339
syp	neutral	0.258	0.702	0.04
sys	neutral	0.208	0.718	0.073
kangin	positive	0.304	0.256	0.44
filmfare	positive	0.05	0.223	0.727
'25,000'	positive	0.046	0.462	0.492
s|o	positive	0.019	0.377	0.604
chuffed	positive	0.074	0.441	0.485
sympathetic	negative	0.636	0.019	0.346
t^t	neutral	0.375	0.578	0.047
t_t	negative	0.752	0.221	0.026
tab	neutral	0.088	0.838	0.073
taa	neutral	0.095	0.488	0.417
tad	negative	0.568	0.365	0.068
tac	neutral	0.142	0.707	0.151
tae	neutral	0.217	0.687	0.095
tah	neutral	0.224	0.577	0.199
taj	neutral	0.012	0.702	0.286
tai	neutral	0.211	0.631	0.158
tal	neutral	0.179	0.777	0.043
tak	neutral	0.185	0.619	0.196
tam	neutral	0.174	0.757	0.069
tao	neutral	0.135	0.455	0.411
tas	neutral	0.258	0.679	0.064
tau	neutral	0.244	0.572	0.184
taw	neutral	0.192	0.705	0.103
taz	neutral	0.198	0.439	0.362
tay	neutral	0.08	0.56	0.36
tba	neutral	0.085	0.664	0.251
tbc	neutral	0.204	0.676	0.12
tbd	neutral	0.062	0.873	0.065
tbf	negative	0.448	0.441	0.111
tbh	neutral	0.306	0.607	0.087
tbm	neutral	0.16	0.509	0.331
tbl	neutral	0.186	0.518	0.296
tbs	neutral	0.156	0.745	0.099
tbr	neutral	0.132	0.841	0.027
tca	positive	0.176	0.198	0.627
tcc	neutral	0.138	0.643	0.22
tch	negative	0.861	0.072	0.066
tcm	neutral	0.31	0.56	0.13
tcs	positive	0.234	0.09	0.676
tcu	neutral	0.248	0.425	0.327
tda	neutral	0.284	0.629	0.086
tdf	neutral	0.203	0.469	0.328
tdi	neutral	0.205	0.743	0.052
tdk	neutral	0.307	0.43	0.263
tdm	neutral	0.026	0.904	0.07
tdo	positive	0.049	0.437	0.514
tf2	negative	0.561	0.426	0.013
tds	neutral	0.119	0.711	0.17
tdr	neutral	0.219	0.621	0.16
tdy	neutral	0.119	0.702	0.18
woorld	neutral	0.066	0.895	0.04
tec	neutral	0.018	0.593	0.389
tee	neutral	0.078	0.829	0.093
teh	neutral	0.069	0.547	0.384
tej	neutral	0.18	0.679	0.141
tei	neutral	0.041	0.728	0.231
tel	neutral	0.208	0.63	0.162
tek	neutral	0.105	0.805	0.09
tem	neutral	0.248	0.585	0.166
teo	neutral	0.171	0.682	0.147
ter	neutral	0.18	0.584	0.235
tet	neutral	0.34	0.497	0.163
tes	neutral	0.208	0.536	0.256
'v\'s'	neutral	0.226	0.567	0.207
tev	neutral	0.086	0.842	0.072
teu	neutral	0.18	0.718	0.101
tex	neutral	0.212	0.725	0.064
tew	negative	0.66	0.19	0.15
tez	neutral	0.3	0.433	0.267
tey	negative	0.494	0.434	0.072
tfc	neutral	0.253	0.45	0.297
tfm	neutral	0.288	0.649	0.063
th0	negative	0.583	0.374	0.043
th3	neutral	0.162	0.7	0.138
tft	neutral	0.042	0.824	0.134
#chetanblocks	negative	0.599	0.3	0.101
tgd	positive	0.085	0.292	0.624
tge	neutral	0.403	0.525	0.072
tgi	neutral	0.21	0.679	0.111
tgl	neutral	0.055	0.664	0.281
tgk	neutral	0.401	0.481	0.118
pão	neutral	0.08	0.804	0.117
jgtc	neutral	0.088	0.553	0.358
tgt	neutral	0.32	0.477	0.203
tha	neutral	0.217	0.528	0.255
thc	neutral	0.079	0.674	0.246
the	neutral	0.141	0.628	0.231
thd	neutral	0.114	0.733	0.153
thi	neutral	0.322	0.392	0.287
thk	positive	0.077	0.071	0.852
thm	neutral	0.365	0.559	0.076
tho	negative	0.558	0.346	0.096
thn	neutral	0.254	0.599	0.147
ths	neutral	0.258	0.494	0.249
thr	neutral	0.27	0.622	0.109
thu	neutral	0.21	0.568	0.222
tht	neutral	0.25	0.478	0.272
thw	neutral	0.249	0.597	0.154
thy	positive	0.246	0.286	0.467
thx	positive	0.008	0.257	0.735
thz	positive	0.07	0.16	0.77
tia	neutral	0.076	0.767	0.157
tid	neutral	0.432	0.547	0.021
tic	neutral	0.253	0.623	0.124
tif	neutral	0.093	0.594	0.313
tig	neutral	0.195	0.772	0.033
tii	neutral	0.152	0.76	0.088
til	neutral	0.391	0.566	0.043
tik	neutral	0.286	0.547	0.168
tim	neutral	0.065	0.78	0.155
tio	neutral	0.266	0.576	0.158
tis	neutral	0.231	0.508	0.261
tiu	neutral	0.175	0.752	0.073
tix	neutral	0.27	0.485	0.245
tiw	negative	0.747	0.064	0.189
puddles	neutral	0.143	0.848	0.009
tja	neutral	0.231	0.714	0.056
tje	neutral	0.196	0.717	0.087
teď	neutral	0.159	0.749	0.092
-well	neutral	0.261	0.486	0.253
tkd	neutral	0.04	0.67	0.289
tke	neutral	0.173	0.548	0.28
'winter\'s'	neutral	0.116	0.768	0.116
tkm	neutral	0.135	0.549	0.316
tko	neutral	0.133	0.75	0.117
tkt	neutral	0.009	0.507	0.484
tks	positive	0.009	0.283	0.708
tla	neutral	0.392	0.602	0.006
tlc	negative	0.498	0.225	0.277
tle	neutral	0.035	0.791	0.174
tld	negative	0.634	0.209	0.156
tlg	neutral	0.197	0.531	0.272
tlk	positive	0.33	0.29	0.38
tlp	neutral	0.293	0.436	0.27
tls	neutral	0.254	0.703	0.043
v.v	negative	0.694	0.287	0.018
tmb	positive	0.142	0.422	0.436
tma	negative	0.535	0.285	0.18
tmd	neutral	0.4	0.559	0.041
tme	neutral	0.178	0.694	0.128
tmj	neutral	0.203	0.782	0.015
tmi	negative	0.754	0.166	0.08
tml	neutral	0.187	0.623	0.19
to-	positive	0.041	0.12	0.838
tmn	neutral	0.187	0.638	0.175
to0	positive	0.055	0.295	0.649
tmm	neutral	0.471	0.512	0.017
tmo	negative	0.51	0.44	0.051
tmr	neutral	0.196	0.692	0.112
tms	neutral	0.025	0.826	0.148
tmw	neutral	0.15	0.668	0.182
tmz	negative	0.443	0.417	0.14
tna	neutral	0.161	0.573	0.265
też	positive	0.221	0.319	0.46
tng	neutral	0.226	0.523	0.251
tnk	positive	0.014	0.1	0.886
tnt	neutral	0.118	0.739	0.142
1month	positive	0.108	0.273	0.62
tnx	positive	0.015	0.237	0.748
toa	neutral	0.099	0.727	0.173
toc	neutral	0.186	0.663	0.151
toh	negative	0.364	0.347	0.289
tog	neutral	0.271	0.651	0.077
toi	neutral	0.12	0.773	0.107
tol	neutral	0.203	0.402	0.395
tok	neutral	0.291	0.548	0.162
tom	neutral	0.113	0.715	0.172
tot	neutral	0.267	0.541	0.191
tos	neutral	0.295	0.591	0.114
tov	positive	0.004	0.188	0.808
tou	neutral	0.14	0.681	0.179
tpi	neutral	0.199	0.639	0.162
tpm	neutral	0.337	0.544	0.119
tpp	neutral	0.112	0.763	0.125
tqm	positive	0.131	0.309	0.561
academia	neutral	0.291	0.484	0.225
tra	neutral	0.066	0.55	0.384
tre	neutral	0.279	0.68	0.041
tri	neutral	0.162	0.749	0.09
tro	neutral	0.362	0.538	0.1
trs	neutral	0.153	0.761	0.086
tru	positive	0.323	0.152	0.525
tsa	neutral	0.184	0.731	0.085
tsc	negative	0.39	0.272	0.337
tsg	positive	0.186	0.212	0.601
tsk	neutral	0.423	0.547	0.031
tsn	neutral	0.392	0.459	0.148
tso	neutral	0.123	0.77	0.106
tss	negative	0.56	0.384	0.056
tsv	neutral	0.001	0.894	0.105
tsu	neutral	0.086	0.566	0.348
ttc	neutral	0.182	0.524	0.294
ttg	neutral	0.099	0.665	0.236
tv-	negative	0.505	0.302	0.193
ttm	neutral	0.231	0.577	0.191
tto	neutral	0.276	0.614	0.11
tv3	neutral	0.145	0.762	0.093
ttp	neutral	0.11	0.461	0.429
tts	negative	0.545	0.315	0.14
ttu	positive	0.026	0.447	0.527
flickr	neutral	0.095	0.822	0.083
tty	neutral	0.342	0.518	0.14
flicks	negative	0.585	0.313	0.102
tua	neutral	0.138	0.534	0.328
tuf	neutral	0.184	0.558	0.258
tue	neutral	0.198	0.684	0.118
tuh	neutral	0.195	0.634	0.171
tuk	neutral	0.362	0.61	0.028
tum	neutral	0.254	0.528	0.218
tur	neutral	0.186	0.727	0.087
